appt_date,geog_name,geog_code,time_between_booking_and_appt,geog_ons_code,weekday,breakdown,appt_mode,appt_count,hcp_type,appt_status,geog_type
ALL,NHS Northamptonshire CCG,78H,ALL,E38000242,ALL,by_ccg_and_appt_status,ALL,60104,ALL,Unknown,CCG
ALL,NHS Greater Preston CCG,01E,ALL,E38000227,ALL,by_ccg_and_appt_status,ALL,13266,ALL,Unknown,CCG
ALL,NHS Nottingham and Nottinghamshire CCG,52R,ALL,E38000243,ALL,by_ccg_and_appt_status,ALL,127347,ALL,Unknown,CCG
ALL,"NHS Hampshire, Southampton and Isle of Wight CCG",D9Y0V,ALL,E38000253,ALL,by_ccg_and_appt_status,ALL,149024,ALL,Unknown,CCG
ALL,NHS South East Staffordshire and Seisdon Peninsula CCG,05Q,ALL,E38000153,ALL,by_ccg_and_appt_status,ALL,3173,ALL,Attended,CCG
ALL,NHS Sunderland CCG,00P,ALL,E38000176,ALL,by_ccg_and_appt_status,ALL,215,ALL,DNA,CCG
ALL,NHS Chorley and South Ribble CCG,00X,ALL,E38000034,ALL,by_ccg_and_appt_status,ALL,2733,ALL,Attended,CCG
ALL,NHS Cambridgeshire and Peterborough CCG,06H,ALL,E38000026,ALL,by_ccg_and_appt_status,ALL,1412,ALL,DNA,CCG
ALL,NHS Bolton CCG,00T,ALL,E38000016,ALL,by_ccg_and_appt_status,ALL,544,ALL,DNA,CCG
ALL,NHS Tameside and Glossop CCG,01Y,ALL,E38000182,ALL,by_ccg_and_appt_status,ALL,4250,ALL,Attended,CCG
ALL,NHS Barnsley CCG,02P,ALL,E38000006,ALL,by_ccg_and_appt_status,ALL,277,ALL,DNA,CCG
ALL,NHS Doncaster CCG,02X,ALL,E38000044,ALL,by_ccg_and_appt_status,ALL,30243,ALL,Unknown,CCG
ALL,NHS South East Staffordshire and Seisdon Peninsula CCG,05Q,ALL,E38000153,ALL,by_ccg_and_appt_status,ALL,16039,ALL,Unknown,CCG
ALL,NHS Stockport CCG,01W,ALL,E38000174,ALL,by_ccg_and_appt_status,ALL,236,ALL,DNA,CCG
ALL,NHS Northumberland CCG,00L,ALL,E38000130,ALL,by_ccg_and_appt_status,ALL,492,ALL,DNA,CCG
ALL,NHS North Tyneside CCG,99C,ALL,E38000127,ALL,by_ccg_and_appt_status,ALL,5902,ALL,Attended,CCG
ALL,"NHS Bristol, North Somerset and South Gloucestershire CCG",15C,ALL,E38000222,ALL,by_ccg_and_appt_status,ALL,846,ALL,DNA,CCG
ALL,NHS Barnsley CCG,02P,ALL,E38000006,ALL,by_ccg_and_appt_status,ALL,7280,ALL,Attended,CCG
ALL,"NHS Heywood, Middleton and Rochdale CCG",01D,ALL,E38000080,ALL,by_ccg_and_appt_status,ALL,132,ALL,DNA,CCG
ALL,NHS Herts Valley CCG,06N,ALL,E38000079,ALL,by_ccg_and_appt_status,ALL,7902,ALL,Attended,CCG
ALL,NHS Coventry and Warwickshire CCG,B2M3M,ALL,E38000251,ALL,by_ccg_and_appt_status,ALL,9198,ALL,Attended,CCG
ALL,NHS Leeds CCG,15F,ALL,E38000225,ALL,by_ccg_and_appt_status,ALL,31857,ALL,Attended,CCG
ALL,NHS North East London CCG,A3A8R,ALL,E38000255,ALL,by_ccg_and_appt_status,ALL,1514,ALL,DNA,CCG
ALL,NHS Greater Preston CCG,01E,ALL,E38000227,ALL,by_ccg_and_appt_status,ALL,2289,ALL,Attended,CCG
ALL,NHS South West London CCG,36L,ALL,E38000245,ALL,by_ccg_and_appt_status,ALL,93101,ALL,Unknown,CCG
ALL,NHS East Riding of Yorkshire CCG,02Y,ALL,E38000052,ALL,by_ccg_and_appt_status,ALL,34187,ALL,Unknown,CCG
ALL,NHS Vale of York CCG,03Q,ALL,E38000188,ALL,by_ccg_and_appt_status,ALL,9242,ALL,Attended,CCG
ALL,NHS Cannock Chase CCG,04Y,ALL,E38000028,ALL,by_ccg_and_appt_status,ALL,75,ALL,DNA,CCG
ALL,NHS Morecambe Bay CCG,01K,ALL,E38000228,ALL,by_ccg_and_appt_status,ALL,316,ALL,DNA,CCG
ALL,NHS Kirklees CCG,X2C4Y,ALL,E38000254,ALL,by_ccg_and_appt_status,ALL,18453,ALL,Attended,CCG
ALL,NHS Castle Point and Rochford CCG,99F,ALL,E38000030,ALL,by_ccg_and_appt_status,ALL,5956,ALL,Attended,CCG
ALL,NHS East and North Hertfordshire CCG,06K,ALL,E38000049,ALL,by_ccg_and_appt_status,ALL,48857,ALL,Unknown,CCG
ALL,NHS Oldham CCG,00Y,ALL,E38000135,ALL,by_ccg_and_appt_status,ALL,19383,ALL,Unknown,CCG
ALL,NHS North Tyneside CCG,99C,ALL,E38000127,ALL,by_ccg_and_appt_status,ALL,295,ALL,DNA,CCG
ALL,NHS Portsmouth CCG,10R,ALL,E38000137,ALL,by_ccg_and_appt_status,ALL,248,ALL,DNA,CCG
ALL,NHS Portsmouth CCG,10R,ALL,E38000137,ALL,by_ccg_and_appt_status,ALL,6447,ALL,Attended,CCG
ALL,NHS Trafford CCG,02A,ALL,E38000187,ALL,by_ccg_and_appt_status,ALL,9151,ALL,Unknown,CCG
ALL,NHS Trafford CCG,02A,ALL,E38000187,ALL,by_ccg_and_appt_status,ALL,82,ALL,DNA,CCG
ALL,NHS West Essex CCG,07H,ALL,E38000197,ALL,by_ccg_and_appt_status,ALL,19396,ALL,Unknown,CCG
ALL,NHS Chorley and South Ribble CCG,00X,ALL,E38000034,ALL,by_ccg_and_appt_status,ALL,129,ALL,DNA,CCG
ALL,NHS Trafford CCG,02A,ALL,E38000187,ALL,by_ccg_and_appt_status,ALL,1449,ALL,Attended,CCG
ALL,NHS West Essex CCG,07H,ALL,E38000197,ALL,by_ccg_and_appt_status,ALL,290,ALL,DNA,CCG
ALL,NHS Portsmouth CCG,10R,ALL,E38000137,ALL,by_ccg_and_appt_status,ALL,14914,ALL,Unknown,CCG
ALL,NHS West Essex CCG,07H,ALL,E38000197,ALL,by_ccg_and_appt_status,ALL,7071,ALL,Attended,CCG
ALL,NHS Knowsley CCG,01J,ALL,E38000091,ALL,by_ccg_and_appt_status,ALL,8566,ALL,Unknown,CCG
ALL,NHS Knowsley CCG,01J,ALL,E38000091,ALL,by_ccg_and_appt_status,ALL,1866,ALL,Attended,CCG
ALL,NHS Knowsley CCG,01J,ALL,E38000091,ALL,by_ccg_and_appt_status,ALL,133,ALL,DNA,CCG
ALL,"Bristol, North Somerset and South Gloucestershire",QUY,ALL,E54000039,ALL,by_stp_and_hcp_type,ALL,629,Unknown,ALL,STP
ALL,Greater Manchester Health and Social Care Partnership,QOP,ALL,E54000007,ALL,by_stp_and_hcp_type,ALL,4364,Unknown,ALL,STP
ALL,West Yorkshire and Harrogate (Health and Care Partnership),QWO,ALL,E54000054,ALL,by_stp_and_hcp_type,ALL,246233,Other Practice Staff,ALL,STP
ALL,Cheshire and Merseyside,QYG,ALL,E54000008,ALL,by_stp_and_hcp_type,ALL,83121,GP,ALL,STP
ALL,South Yorkshire and Bassetlaw,QF7,ALL,E54000009,ALL,by_stp_and_hcp_type,ALL,146642,Other Practice Staff,ALL,STP
ALL,Frimley Health and Care ICS,QNQ,ALL,E54000034,ALL,by_stp_and_hcp_type,ALL,6,Unknown,ALL,STP
ALL,Somerset,QSL,ALL,E54000038,ALL,by_stp_and_hcp_type,ALL,380,Unknown,ALL,STP
ALL,Norfolk and Waveney Health and Care Partnership,QMM,ALL,E54000022,ALL,by_stp_and_hcp_type,ALL,123676,Other Practice Staff,ALL,STP
ALL,Mid and South Essex,QH8,ALL,E54000026,ALL,by_stp_and_hcp_type,ALL,88600,Other Practice Staff,ALL,STP
ALL,Hertfordshire and West Essex,QM7,ALL,E54000025,ALL,by_stp_and_hcp_type,ALL,76520,Other Practice Staff,ALL,STP
ALL,Northamptonshire,QPM,ALL,E54000020,ALL,by_stp_and_hcp_type,ALL,31353,GP,ALL,STP
ALL,North London Partners in Health and Care,QMJ,ALL,E54000028,ALL,by_stp_and_hcp_type,ALL,21527,Other Practice Staff,ALL,STP
ALL,"Bedfordshire, Luton and Milton Keynes",QHG,ALL,E54000024,ALL,by_stp_and_hcp_type,ALL,54898,GP,ALL,STP
ALL,Sussex and East Surrey Health and Care Partnership,QNX,ALL,E54000053,ALL,by_stp_and_hcp_type,ALL,4912,Unknown,ALL,STP
ALL,Healthier Lancashire and South Cumbria,QE1,ALL,E54000048,ALL,by_stp_and_hcp_type,ALL,121257,Other Practice Staff,ALL,STP
ALL,Cambridgeshire and Peterborough,QUE,ALL,E54000021,ALL,by_stp_and_hcp_type,ALL,5251,Unknown,ALL,STP
ALL,Joined Up Care Derbyshire,QJ2,ALL,E54000012,ALL,by_stp_and_hcp_type,ALL,65242,GP,ALL,STP
ALL,"Leicester, Leicestershire and Rutland",QK1,ALL,E54000015,ALL,by_stp_and_hcp_type,ALL,105387,Other Practice Staff,ALL,STP
ALL,East London Health and Care Partnership,QMF,ALL,E54000029,ALL,by_stp_and_hcp_type,ALL,53587,GP,ALL,STP
ALL,Kent and Medway,QKS,ALL,E54000032,ALL,by_stp_and_hcp_type,ALL,132189,Other Practice Staff,ALL,STP
ALL,North London Partners in Health and Care,QMJ,ALL,E54000028,ALL,by_stp_and_hcp_type,ALL,25482,GP,ALL,STP
ALL,Surrey Heartlands Health and Care Partnership,QXU,ALL,E54000052,ALL,by_stp_and_hcp_type,ALL,58338,Other Practice Staff,ALL,STP
ALL,"Bath and North East Somerset, Swindon and Wiltshire",QOX,ALL,E54000040,ALL,by_stp_and_hcp_type,ALL,4539,Unknown,ALL,STP
ALL,Cornwall and the Isles of Scilly Health and Social Care Partnership,QT6,ALL,E54000036,ALL,by_stp_and_hcp_type,ALL,60068,Other Practice Staff,ALL,STP
ALL,The Black Country and West Birmingham,QUA,ALL,E54000016,ALL,by_stp_and_hcp_type,ALL,48202,GP,ALL,STP
ALL,Kent and Medway,QKS,ALL,E54000032,ALL,by_stp_and_hcp_type,ALL,2023,Unknown,ALL,STP
ALL,South Yorkshire and Bassetlaw,QF7,ALL,E54000009,ALL,by_stp_and_hcp_type,ALL,4372,Unknown,ALL,STP
ALL,Frimley Health and Care ICS,QNQ,ALL,E54000034,ALL,by_stp_and_hcp_type,ALL,32878,Other Practice Staff,ALL,STP
ALL,"Bedfordshire, Luton and Milton Keynes",QHG,ALL,E54000024,ALL,by_stp_and_hcp_type,ALL,3922,Unknown,ALL,STP
ALL,Joined Up Care Derbyshire,QJ2,ALL,E54000012,ALL,by_stp_and_hcp_type,ALL,6348,Unknown,ALL,STP
ALL,Cheshire and Merseyside,QYG,ALL,E54000008,ALL,by_stp_and_hcp_type,ALL,3729,Unknown,ALL,STP
ALL,West Yorkshire and Harrogate (Health and Care Partnership),QWO,ALL,E54000054,ALL,by_stp_and_hcp_type,ALL,9271,Unknown,ALL,STP
ALL,Hertfordshire and West Essex,QM7,ALL,E54000025,ALL,by_stp_and_hcp_type,ALL,2485,Unknown,ALL,STP
ALL,Norfolk and Waveney Health and Care Partnership,QMM,ALL,E54000022,ALL,by_stp_and_hcp_type,ALL,59782,GP,ALL,STP
ALL,"Humber, Coast and Vale",QOQ,ALL,E54000051,ALL,by_stp_and_hcp_type,ALL,84742,GP,ALL,STP
ALL,South Yorkshire and Bassetlaw,QF7,ALL,E54000009,ALL,by_stp_and_hcp_type,ALL,84643,GP,ALL,STP
ALL,Staffordshire and Stoke on Trent,QNC,ALL,E54000010,ALL,by_stp_and_hcp_type,ALL,56281,Other Practice Staff,ALL,STP
ALL,Hertfordshire and West Essex,QM7,ALL,E54000025,ALL,by_stp_and_hcp_type,ALL,66615,GP,ALL,STP
ALL,Hampshire and the Isle of Wight,QRL,ALL,E54000042,ALL,by_stp_and_hcp_type,ALL,124876,Other Practice Staff,ALL,STP
ALL,Herefordshire and Worcestershire,QGH,ALL,E54000019,ALL,by_stp_and_hcp_type,ALL,65433,Other Practice Staff,ALL,STP
ALL,North West London Health and Care Partnership,QRV,ALL,E54000027,ALL,by_stp_and_hcp_type,ALL,104395,GP,ALL,STP
ALL,Healthier Lancashire and South Cumbria,QE1,ALL,E54000048,ALL,by_stp_and_hcp_type,ALL,1401,Unknown,ALL,STP
ALL,"Bath and North East Somerset, Swindon and Wiltshire",QOX,ALL,E54000040,ALL,by_stp_and_hcp_type,ALL,58162,GP,ALL,STP
ALL,Birmingham and Solihull,QHL,ALL,E54000017,ALL,by_stp_and_hcp_type,ALL,50492,GP,ALL,STP
ALL,Mid and South Essex,QH8,ALL,E54000026,ALL,by_stp_and_hcp_type,ALL,3976,Unknown,ALL,STP
ALL,Birmingham and Solihull,QHL,ALL,E54000017,ALL,by_stp_and_hcp_type,ALL,1722,Unknown,ALL,STP
ALL,Sussex and East Surrey Health and Care Partnership,QNX,ALL,E54000053,ALL,by_stp_and_hcp_type,ALL,146163,Other Practice Staff,ALL,STP
ALL,Frimley Health and Care ICS,QNQ,ALL,E54000034,ALL,by_stp_and_hcp_type,ALL,23838,GP,ALL,STP
ALL,Dorset,QVV,ALL,E54000041,ALL,by_stp_and_hcp_type,ALL,4344,Unknown,ALL,STP
ALL,"Bedfordshire, Luton and Milton Keynes",QHG,ALL,E54000024,ALL,by_stp_and_hcp_type,ALL,81179,Other Practice Staff,ALL,STP
ALL,"Bath and North East Somerset, Swindon and Wiltshire",QOX,ALL,E54000040,ALL,by_stp_and_hcp_type,ALL,98822,Other Practice Staff,ALL,STP
ALL,Cornwall and the Isles of Scilly Health and Social Care Partnership,QT6,ALL,E54000036,ALL,by_stp_and_hcp_type,ALL,4835,Unknown,ALL,STP
ALL,Herefordshire and Worcestershire,QGH,ALL,E54000019,ALL,by_stp_and_hcp_type,ALL,34995,GP,ALL,STP
ALL,Coventry and Warwickshire,QWU,ALL,E54000018,ALL,by_stp_and_hcp_type,ALL,31133,Other Practice Staff,ALL,STP
ALL,Cambridgeshire and Peterborough,QUE,ALL,E54000021,ALL,by_stp_and_hcp_type,ALL,41134,GP,ALL,STP
ALL,Our Healthier South East London,QKK,ALL,E54000030,ALL,by_stp_and_hcp_type,ALL,870,Unknown,ALL,STP
ALL,Somerset,QSL,ALL,E54000038,ALL,by_stp_and_hcp_type,ALL,28043,GP,ALL,STP
ALL,"Leicester, Leicestershire and Rutland",QK1,ALL,E54000015,ALL,by_stp_and_hcp_type,ALL,5595,Unknown,ALL,STP
ALL,Nottingham and Nottinghamshire Health and Care,QT1,ALL,E54000014,ALL,by_stp_and_hcp_type,ALL,63522,GP,ALL,STP
ALL,West Yorkshire and Harrogate (Health and Care Partnership),QWO,ALL,E54000054,ALL,by_stp_and_hcp_type,ALL,132291,GP,ALL,STP
ALL,Surrey Heartlands Health and Care Partnership,QXU,ALL,E54000052,ALL,by_stp_and_hcp_type,ALL,43546,GP,ALL,STP
ALL,Shropshire and Telford and Wrekin,QOC,ALL,E54000011,ALL,by_stp_and_hcp_type,ALL,19990,GP,ALL,STP
ALL,Staffordshire and Stoke on Trent,QNC,ALL,E54000010,ALL,by_stp_and_hcp_type,ALL,30530,GP,ALL,STP
ALL,Somerset,QSL,ALL,E54000038,ALL,by_stp_and_hcp_type,ALL,49486,Other Practice Staff,ALL,STP
ALL,Lincolnshire,QJM,ALL,E54000013,ALL,by_stp_and_hcp_type,ALL,83754,Other Practice Staff,ALL,STP
ALL,East London Health and Care Partnership,QMF,ALL,E54000029,ALL,by_stp_and_hcp_type,ALL,61661,Other Practice Staff,ALL,STP
ALL,South West London Health and Care Partnership,QWE,ALL,E54000031,ALL,by_stp_and_hcp_type,ALL,360,Unknown,ALL,STP
ALL,Suffolk and North East Essex,QJG,ALL,E54000023,ALL,by_stp_and_hcp_type,ALL,4854,Unknown,ALL,STP
ALL,"Bristol, North Somerset and South Gloucestershire",QUY,ALL,E54000039,ALL,by_stp_and_hcp_type,ALL,68600,Other Practice Staff,ALL,STP
ALL,Hampshire and the Isle of Wight,QRL,ALL,E54000042,ALL,by_stp_and_hcp_type,ALL,4735,Unknown,ALL,STP
ALL,Hampshire and the Isle of Wight,QRL,ALL,E54000042,ALL,by_stp_and_hcp_type,ALL,75783,GP,ALL,STP
ALL,Northamptonshire,QPM,ALL,E54000020,ALL,by_stp_and_hcp_type,ALL,53188,Other Practice Staff,ALL,STP
ALL,Cumbria and North East,QHM,ALL,E54000050,ALL,by_stp_and_hcp_type,ALL,9031,Unknown,ALL,STP
ALL,Greater Manchester Health and Social Care Partnership,QOP,ALL,E54000007,ALL,by_stp_and_hcp_type,ALL,102764,GP,ALL,STP
ALL,Mid and South Essex,QH8,ALL,E54000026,ALL,by_stp_and_hcp_type,ALL,61933,GP,ALL,STP
ALL,North London Partners in Health and Care,QMJ,ALL,E54000028,ALL,by_stp_and_hcp_type,ALL,303,Unknown,ALL,STP
ALL,Northamptonshire,QPM,ALL,E54000020,ALL,by_stp_and_hcp_type,ALL,2514,Unknown,ALL,STP
ALL,Devon,QJK,ALL,E54000037,ALL,by_stp_and_hcp_type,ALL,9694,Unknown,ALL,STP
ALL,Nottingham and Nottinghamshire Health and Care,QT1,ALL,E54000014,ALL,by_stp_and_hcp_type,ALL,101727,Other Practice Staff,ALL,STP
ALL,Lincolnshire,QJM,ALL,E54000013,ALL,by_stp_and_hcp_type,ALL,24477,GP,ALL,STP
ALL,South West London Health and Care Partnership,QWE,ALL,E54000031,ALL,by_stp_and_hcp_type,ALL,55146,GP,ALL,STP
ALL,"Humber, Coast and Vale",QOQ,ALL,E54000051,ALL,by_stp_and_hcp_type,ALL,6696,Unknown,ALL,STP
ALL,Herefordshire and Worcestershire,QGH,ALL,E54000019,ALL,by_stp_and_hcp_type,ALL,607,Unknown,ALL,STP
ALL,Devon,QJK,ALL,E54000037,ALL,by_stp_and_hcp_type,ALL,116143,Other Practice Staff,ALL,STP
ALL,Lincolnshire,QJM,ALL,E54000013,ALL,by_stp_and_hcp_type,ALL,3465,Unknown,ALL,STP
ALL,The Black Country and West Birmingham,QUA,ALL,E54000016,ALL,by_stp_and_hcp_type,ALL,2204,Unknown,ALL,STP
ALL,South West London Health and Care Partnership,QWE,ALL,E54000031,ALL,by_stp_and_hcp_type,ALL,55262,Other Practice Staff,ALL,STP
ALL,Healthier Lancashire and South Cumbria,QE1,ALL,E54000048,ALL,by_stp_and_hcp_type,ALL,60917,GP,ALL,STP
ALL,Kent and Medway,QKS,ALL,E54000032,ALL,by_stp_and_hcp_type,ALL,72088,GP,ALL,STP
ALL,Norfolk and Waveney Health and Care Partnership,QMM,ALL,E54000022,ALL,by_stp_and_hcp_type,ALL,4997,Unknown,ALL,STP
ALL,Coventry and Warwickshire,QWU,ALL,E54000018,ALL,by_stp_and_hcp_type,ALL,829,Unknown,ALL,STP
ALL,Gloucestershire,QR1,ALL,E54000043,ALL,by_stp_and_hcp_type,ALL,2832,Unknown,ALL,STP
ALL,Cumbria and North East,QHM,ALL,E54000050,ALL,by_stp_and_hcp_type,ALL,141720,GP,ALL,STP
ALL,Joined Up Care Derbyshire,QJ2,ALL,E54000012,ALL,by_stp_and_hcp_type,ALL,104550,Other Practice Staff,ALL,STP
ALL,Suffolk and North East Essex,QJG,ALL,E54000023,ALL,by_stp_and_hcp_type,ALL,39371,GP,ALL,STP
ALL,Our Healthier South East London,QKK,ALL,E54000030,ALL,by_stp_and_hcp_type,ALL,47422,GP,ALL,STP
ALL,Surrey Heartlands Health and Care Partnership,QXU,ALL,E54000052,ALL,by_stp_and_hcp_type,ALL,391,Unknown,ALL,STP
ALL,"Buckinghamshire, Oxfordshire and Berkshire West",QU9,ALL,E54000044,ALL,by_stp_and_hcp_type,ALL,98754,Other Practice Staff,ALL,STP
ALL,Greater Manchester Health and Social Care Partnership,QOP,ALL,E54000007,ALL,by_stp_and_hcp_type,ALL,155980,Other Practice Staff,ALL,STP
ALL,The Black Country and West Birmingham,QUA,ALL,E54000016,ALL,by_stp_and_hcp_type,ALL,68220,Other Practice Staff,ALL,STP
ALL,North West London Health and Care Partnership,QRV,ALL,E54000027,ALL,by_stp_and_hcp_type,ALL,117204,Other Practice Staff,ALL,STP
ALL,Sussex and East Surrey Health and Care Partnership,QNX,ALL,E54000053,ALL,by_stp_and_hcp_type,ALL,91093,GP,ALL,STP
ALL,Staffordshire and Stoke on Trent,QNC,ALL,E54000010,ALL,by_stp_and_hcp_type,ALL,737,Unknown,ALL,STP
ALL,Devon,QJK,ALL,E54000037,ALL,by_stp_and_hcp_type,ALL,74074,GP,ALL,STP
ALL,Gloucestershire,QR1,ALL,E54000043,ALL,by_stp_and_hcp_type,ALL,50152,GP,ALL,STP
ALL,North West London Health and Care Partnership,QRV,ALL,E54000027,ALL,by_stp_and_hcp_type,ALL,3647,Unknown,ALL,STP
ALL,Coventry and Warwickshire,QWU,ALL,E54000018,ALL,by_stp_and_hcp_type,ALL,22159,GP,ALL,STP
ALL,Gloucestershire,QR1,ALL,E54000043,ALL,by_stp_and_hcp_type,ALL,69028,Other Practice Staff,ALL,STP
ALL,Dorset,QVV,ALL,E54000041,ALL,by_stp_and_hcp_type,ALL,54750,GP,ALL,STP
ALL,"Bristol, North Somerset and South Gloucestershire",QUY,ALL,E54000039,ALL,by_stp_and_hcp_type,ALL,39195,GP,ALL,STP
ALL,"Leicester, Leicestershire and Rutland",QK1,ALL,E54000015,ALL,by_stp_and_hcp_type,ALL,63927,GP,ALL,STP
ALL,East London Health and Care Partnership,QMF,ALL,E54000029,ALL,by_stp_and_hcp_type,ALL,686,Unknown,ALL,STP
ALL,"Buckinghamshire, Oxfordshire and Berkshire West",QU9,ALL,E54000044,ALL,by_stp_and_hcp_type,ALL,1167,Unknown,ALL,STP
ALL,Cornwall and the Isles of Scilly Health and Social Care Partnership,QT6,ALL,E54000036,ALL,by_stp_and_hcp_type,ALL,31069,GP,ALL,STP
ALL,Cheshire and Merseyside,QYG,ALL,E54000008,ALL,by_stp_and_hcp_type,ALL,139335,Other Practice Staff,ALL,STP
ALL,Dorset,QVV,ALL,E54000041,ALL,by_stp_and_hcp_type,ALL,78920,Other Practice Staff,ALL,STP
ALL,Our Healthier South East London,QKK,ALL,E54000030,ALL,by_stp_and_hcp_type,ALL,39665,Other Practice Staff,ALL,STP
ALL,Birmingham and Solihull,QHL,ALL,E54000017,ALL,by_stp_and_hcp_type,ALL,73626,Other Practice Staff,ALL,STP
ALL,Cumbria and North East,QHM,ALL,E54000050,ALL,by_stp_and_hcp_type,ALL,272310,Other Practice Staff,ALL,STP
ALL,Cambridgeshire and Peterborough,QUE,ALL,E54000021,ALL,by_stp_and_hcp_type,ALL,79541,Other Practice Staff,ALL,STP
ALL,"Buckinghamshire, Oxfordshire and Berkshire West",QU9,ALL,E54000044,ALL,by_stp_and_hcp_type,ALL,69145,GP,ALL,STP
ALL,Suffolk and North East Essex,QJG,ALL,E54000023,ALL,by_stp_and_hcp_type,ALL,89277,Other Practice Staff,ALL,STP
ALL,"Humber, Coast and Vale",QOQ,ALL,E54000051,ALL,by_stp_and_hcp_type,ALL,154016,Other Practice Staff,ALL,STP
ALL,Nottingham and Nottinghamshire Health and Care,QT1,ALL,E54000014,ALL,by_stp_and_hcp_type,ALL,6800,Unknown,ALL,STP
ALL,Shropshire and Telford and Wrekin,QOC,ALL,E54000011,ALL,by_stp_and_hcp_type,ALL,26014,Other Practice Staff,ALL,STP
ALL,Shropshire and Telford and Wrekin,QOC,ALL,E54000011,ALL,by_stp_and_hcp_type,ALL,245,Unknown,ALL,STP
2022-06-09,ALL,ALL,ALL,ALL,Thu,by_hcp_type_by_date,ALL,163506,GP,ALL,ALL
2022-06-20,ALL,ALL,ALL,ALL,Mon,by_hcp_type_by_date,ALL,74237,GP,ALL,ALL
2022-06-07,ALL,ALL,ALL,ALL,Tue,by_hcp_type_by_date,ALL,12721,Unknown,ALL,ALL
2022-06-13,ALL,ALL,ALL,ALL,Mon,by_hcp_type_by_date,ALL,135115,GP,ALL,ALL
2022-06-14,ALL,ALL,ALL,ALL,Tue,by_hcp_type_by_date,ALL,220794,Other Practice Staff,ALL,ALL
2022-06-27,ALL,ALL,ALL,ALL,Mon,by_hcp_type_by_date,ALL,76778,Other Practice Staff,ALL,ALL
2022-06-10,ALL,ALL,ALL,ALL,Fri,by_hcp_type_by_date,ALL,245128,Other Practice Staff,ALL,ALL
2022-06-25,ALL,ALL,ALL,ALL,Sat,by_hcp_type_by_date,ALL,48,Unknown,ALL,ALL
2022-06-16,ALL,ALL,ALL,ALL,Thu,by_hcp_type_by_date,ALL,3641,Unknown,ALL,ALL
2022-06-17,ALL,ALL,ALL,ALL,Fri,by_hcp_type_by_date,ALL,73975,GP,ALL,ALL
2022-06-24,ALL,ALL,ALL,ALL,Fri,by_hcp_type_by_date,ALL,1425,Unknown,ALL,ALL
2022-06-21,ALL,ALL,ALL,ALL,Tue,by_hcp_type_by_date,ALL,123223,Other Practice Staff,ALL,ALL
2022-06-04,ALL,ALL,ALL,ALL,Sat,by_hcp_type_by_date,ALL,6451,GP,ALL,ALL
2022-06-13,ALL,ALL,ALL,ALL,Mon,by_hcp_type_by_date,ALL,245430,Other Practice Staff,ALL,ALL
2022-06-12,ALL,ALL,ALL,ALL,Sun,by_hcp_type_by_date,ALL,621,GP,ALL,ALL
2022-06-02,ALL,ALL,ALL,ALL,Thu,by_hcp_type_by_date,ALL,2208,Other Practice Staff,ALL,ALL
2022-06-05,ALL,ALL,ALL,ALL,Sun,by_hcp_type_by_date,ALL,1761,GP,ALL,ALL
2022-06-21,ALL,ALL,ALL,ALL,Tue,by_hcp_type_by_date,ALL,64131,GP,ALL,ALL
2022-06-11,ALL,ALL,ALL,ALL,Sat,by_hcp_type_by_date,ALL,6064,GP,ALL,ALL
2022-06-12,ALL,ALL,ALL,ALL,Sun,by_hcp_type_by_date,ALL,17,Unknown,ALL,ALL
2022-06-19,ALL,ALL,ALL,ALL,Sun,by_hcp_type_by_date,ALL,2,Unknown,ALL,ALL
2022-06-24,ALL,ALL,ALL,ALL,Fri,by_hcp_type_by_date,ALL,38005,GP,ALL,ALL
2022-06-05,ALL,ALL,ALL,ALL,Sun,by_hcp_type_by_date,ALL,292,Unknown,ALL,ALL
2022-06-16,ALL,ALL,ALL,ALL,Thu,by_hcp_type_by_date,ALL,167735,Other Practice Staff,ALL,ALL
2022-06-27,ALL,ALL,ALL,ALL,Mon,by_hcp_type_by_date,ALL,36849,GP,ALL,ALL
2022-06-28,ALL,ALL,ALL,ALL,Tue,by_hcp_type_by_date,ALL,33336,GP,ALL,ALL
2022-06-21,ALL,ALL,ALL,ALL,Tue,by_hcp_type_by_date,ALL,2350,Unknown,ALL,ALL
2022-06-04,ALL,ALL,ALL,ALL,Sat,by_hcp_type_by_date,ALL,8139,Other Practice Staff,ALL,ALL
2022-06-06,ALL,ALL,ALL,ALL,Mon,by_hcp_type_by_date,ALL,28759,Unknown,ALL,ALL
2022-06-13,ALL,ALL,ALL,ALL,Mon,by_hcp_type_by_date,ALL,5730,Unknown,ALL,ALL
2022-06-29,ALL,ALL,ALL,ALL,Wed,by_hcp_type_by_date,ALL,62059,Other Practice Staff,ALL,ALL
2022-06-18,ALL,ALL,ALL,ALL,Sat,by_hcp_type_by_date,ALL,4477,Other Practice Staff,ALL,ALL
2022-06-17,ALL,ALL,ALL,ALL,Fri,by_hcp_type_by_date,ALL,135645,Other Practice Staff,ALL,ALL
2022-06-24,ALL,ALL,ALL,ALL,Fri,by_hcp_type_by_date,ALL,73994,Other Practice Staff,ALL,ALL
2022-06-06,ALL,ALL,ALL,ALL,Mon,by_hcp_type_by_date,ALL,456867,Other Practice Staff,ALL,ALL
2022-06-03,ALL,ALL,ALL,ALL,Fri,by_hcp_type_by_date,ALL,1915,Other Practice Staff,ALL,ALL
